"navn","komnr","år","gjerningssted","g_komnr","alt","eiendomstyveri","vold_mishandling","rusmidler","orden_integritet","trafikk","annet"
"Halden",3101,"2020-2021","3001 Halden (2020-2023)",3001,3116,369,359,628,464,531,767
"Moss",3103,"2020-2021","3002 Moss (2020-2023)",3002,2914,832,392,410,330,404,548
"Sarpsborg",3105,"2020-2021","3003 Sarpsborg (2020-2023)",3003,3314,801,500,527,345,543,599
"Fredrikstad",3107,"2020-2021","3004 Fredrikstad (2020-2023)",3004,4471,1231,572,722,513,684,750
"Drammen",3301,"2020-2021","3005 Drammen (2020-2023)",3005,5404,2029,588,649,532,634,973
"Kongsberg",3303,"2020-2021","3006 Kongsberg (2020-2023)",3006,998,247,143,117,103,144,245
"Ringerike",3305,"2020-2021","3007 Ringerike (2020-2023)",3007,1445,276,218,200,183,272,297
"Hvaler",3110,"2020-2021","3011 Hvaler (2020-2023)",3011,214,46,25,20,10,27,88
"Aremark",3124,"2020-2021","3012 Aremark (2020-2023)",3012,75,17,7,6,18,14,15
"Marker",3122,"2020-2021","3013 Marker (2020-2023)",3013,543,15,10,120,79,130,189
"Indre Østfold",3118,"2020-2021","3014 Indre Østfold (2020-2023)",3014,2214,468,306,260,302,456,422
"Skiptvet",3116,"2020-2021","3015 Skiptvet (2020-2023)",3015,111,22,17,6,11,10,47
"Rakkestad",3120,"2020-2021","3016 Rakkestad (2020-2023)",3016,238,45,42,18,21,52,62
"Råde",3112,"2020-2021","3017 Råde (2020-2023)",3017,348,66,35,43,28,106,72
"Våler (Viken)",3114,"2020-2021","3018 Våler (Viken) (2020-2023)",3018,171,38,26,18,15,38,37
"Vestby",3216,"2020-2021","3019 Vestby (2020-2023)",3019,794,177,111,89,72,186,160
"Nordre Follo",3207,"2020-2021","3020 Nordre Follo (2020-2023)",3020,2743,859,324,277,237,624,423
"Ås",3218,"2020-2021","3021 Ås (2020-2023)",3021,1079,347,112,105,86,280,150
"Frogn",3214,"2020-2021","3022 Frogn (2020-2023)",3022,647,152,83,66,62,162,124
"Nesodden",3212,"2020-2021","3023 Nesodden (2020-2023)",3023,604,160,117,60,61,63,145
"Bærum",3201,"2020-2021","3024 Bærum (2020-2023)",3024,5759,2312,583,460,474,648,1283
"Asker",3203,"2020-2021","3025 Asker (2020-2023)",3025,3644,1101,421,422,413,544,744
"Aurskog-Høland",3226,"2020-2021","3026 Aurskog-Høland (2020-2023)",3026,557,95,86,61,53,114,149
"Rælingen",3224,"2020-2021","3027 Rælingen (2020-2023)",3027,819,113,67,97,51,380,111
"Enebakk",3220,"2020-2021","3028 Enebakk (2020-2023)",3028,349,68,49,40,35,64,94
"Lørenskog",3222,"2020-2021","3029 Lørenskog (2020-2023)",3029,1918,506,247,344,223,170,429
"Lillestrøm",3205,"2020-2021","3030 Lillestrøm (2020-2023)",3030,4505,1375,526,623,426,780,775
"Nittedal",3232,"2020-2021","3031 Nittedal (2020-2023)",3031,734,188,96,66,52,178,154
"Gjerdrum",3230,"2020-2021","3032 Gjerdrum (2020-2023)",3032,169,24,27,9,19,18,72
"Ullensaker",3209,"2020-2021","3033 Ullensaker (2020-2023)",3033,4486,1312,342,678,464,698,993
"Nes",3228,"2020-2021","3034 Nes (2020-2023)",3034,652,145,98,72,64,113,161
"Eidsvoll",3240,"2020-2021","3035 Eidsvoll (2020-2023)",3035,1254,282,174,183,104,276,238
"Nannestad",3238,"2020-2021","3036 Nannestad (2020-2023)",3036,466,86,80,63,34,97,107
"Hurdal",3242,"2020-2021","3037 Hurdal (2020-2023)",3037,97,15,9,13,11,27,24
"Hole",3310,"2020-2021","3038 Hole (2020-2023)",3038,278,31,30,21,22,140,35
"Flå",3320,"2020-2021","3039 Flå (2020-2023)",3039,71,18,6,NA,10,18,15
"Nesbyen",3322,"2020-2021","3040 Nesbyen (2020-2023)",3040,106,16,9,NA,NA,47,25
"Gol",3324,"2020-2021","3041 Gol (2020-2023)",3041,233,39,22,22,17,85,49
"Hemsedal",3326,"2020-2021","3042 Hemsedal (2020-2023)",3042,130,66,8,13,6,24,14
"Ål",3328,"2020-2021","3043 Ål (2020-2023)",3043,142,27,15,9,16,46,31
"Hol",3330,"2020-2021","3044 Hol (2020-2023)",3044,198,54,27,15,15,30,58
"Sigdal",3332,"2020-2021","3045 Sigdal (2020-2023)",3045,106,17,14,12,9,23,32
"Krødsherad",3318,"2020-2021","3046 Krødsherad (2020-2023)",3046,90,33,8,8,NA,16,21
"Modum",3316,"2020-2021","3047 Modum (2020-2023)",3047,498,106,73,57,46,98,119
"Øvre Eiker",3314,"2020-2021","3048 Øvre Eiker (2020-2023)",3048,849,242,86,115,65,158,184
"Lier",3312,"2020-2021","3049 Lier (2020-2023)",3049,1011,302,105,106,68,267,164
"Flesberg",3334,"2020-2021","3050 Flesberg (2020-2023)",3050,76,12,13,10,6,18,17
"Rollag",3336,"2020-2021","3051 Rollag (2020-2023)",3051,42,9,6,NA,NA,14,7
"Nore og Uvdal",3338,"2020-2021","3052 Nore og Uvdal (2020-2023)",3052,108,22,10,11,8,32,27
"Jevnaker",3236,"2020-2021","3053 Jevnaker (2020-2023)",3053,195,41,33,17,22,33,49
"Lunner",3234,"2020-2021","3054 Lunner (2020-2023)",3054,438,60,28,77,23,184,67
"Oslo",301,"2020-2021","0301 Oslo",301,59734,22254,7664,4857,7493,4683,12784
"Kongsvinger",3401,"2020-2021","3401 Kongsvinger",3401,1137,229,147,165,154,194,249
"Hamar",3403,"2020-2021","3403 Hamar",3403,1702,554,197,241,164,145,403
"Lillehammer",3405,"2020-2021","3405 Lillehammer",3405,1090,379,120,153,76,116,247
"Gjøvik",3407,"2020-2021","3407 Gjøvik",3407,1350,352,173,206,130,215,276
"Ringsaker",3411,"2020-2021","3411 Ringsaker",3411,1215,261,142,201,99,210,303
"Løten",3412,"2020-2021","3412 Løten",3412,603,38,28,27,25,383,104
"Stange",3413,"2020-2021","3413 Stange",3413,1044,146,114,116,134,288,247
"Nord-Odal",3414,"2020-2021","3414 Nord-Odal",3414,195,29,26,23,17,38,62
"Sør-Odal",3415,"2020-2021","3415 Sør-Odal",3415,319,50,36,67,32,66,70
"Eidskog",3416,"2020-2021","3416 Eidskog",3416,680,63,34,90,126,184,184
"Grue",3417,"2020-2021","3417 Grue",3417,193,30,23,20,22,55,45
"Åsnes",3418,"2020-2021","3418 Åsnes",3418,376,74,48,32,68,50,106
"Våler (Innlandet)",3419,"2020-2021","3419 Våler (Innlandet)",3419,189,33,34,15,20,38,51
"Elverum",3420,"2020-2021","3420 Elverum",3420,1531,334,183,143,134,507,231
"Trysil",3421,"2020-2021","3421 Trysil",3421,431,77,36,40,76,92,111
"Åmot",3422,"2020-2021","3422 Åmot",3422,174,37,26,15,20,36,40
"Stor-Elvdal",3423,"2020-2021","3423 Stor-Elvdal",3423,128,11,11,12,8,60,27
"Rendalen",3424,"2020-2021","3424 Rendalen",3424,76,NA,9,NA,11,34,16
"Engerdal",3425,"2020-2021","3425 Engerdal",3425,60,5,7,NA,15,NA,27
"Tolga",3426,"2020-2021","3426 Tolga",3426,58,7,NA,NA,5,12,29
"Tynset",3427,"2020-2021","3427 Tynset",3427,176,15,11,20,10,75,46
"Alvdal",3428,"2020-2021","3428 Alvdal",3428,166,10,NA,11,NA,122,16
"Folldal",3429,"2020-2021","3429 Folldal",3429,42,6,NA,8,5,11,9
"Os",3430,"2020-2021","3430 Os",3430,48,6,NA,NA,NA,19,12
"Dovre",3431,"2020-2021","3431 Dovre",3431,215,16,7,9,7,152,26
"Lesja",3432,"2020-2021","3432 Lesja",3432,160,10,6,NA,NA,123,16
"Skjåk",3433,"2020-2021","3433 Skjåk",3433,57,NA,9,NA,7,18,16
"Lom",3434,"2020-2021","3434 Lom",3434,62,12,10,NA,NA,17,18
"Vågå",3435,"2020-2021","3435 Vågå",3435,77,13,8,6,7,18,26
"Nord-Fron",3436,"2020-2021","3436 Nord-Fron",3436,193,44,33,18,15,44,40
"Sel",3437,"2020-2021","3437 Sel",3437,283,25,27,44,24,114,51
"Sør-Fron",3438,"2020-2021","3438 Sør-Fron",3438,85,6,13,11,NA,21,31
"Ringebu",3439,"2020-2021","3439 Ringebu",3439,144,24,16,7,14,52,32
"Øyer",3440,"2020-2021","3440 Øyer",3440,240,48,20,12,10,108,43
"Gausdal",3441,"2020-2021","3441 Gausdal",3441,120,21,14,11,8,32,35
"Østre Toten",3442,"2020-2021","3442 Østre Toten",3442,396,51,66,41,37,98,104
"Vestre Toten",3443,"2020-2021","3443 Vestre Toten",3443,513,73,68,79,51,106,137
"Gran",3446,"2020-2021","3446 Gran",3446,604,74,67,128,49,163,124
"Søndre Land",3447,"2020-2021","3447 Søndre Land",3447,197,23,28,21,22,56,48
"Nordre Land",3448,"2020-2021","3448 Nordre Land",3448,173,20,20,19,22,44,49
"Sør-Aurdal",3449,"2020-2021","3449 Sør-Aurdal",3449,114,10,9,NA,12,60,20
"Etnedal",3450,"2020-2021","3450 Etnedal",3450,43,NA,NA,NA,NA,21,8
"Nord-Aurdal",3451,"2020-2021","3451 Nord-Aurdal",3451,330,35,30,39,35,125,68
"Vestre Slidre",3452,"2020-2021","3452 Vestre Slidre",3452,77,10,9,7,11,15,26
"Øystre Slidre",3453,"2020-2021","3453 Øystre Slidre",3453,100,18,8,8,6,28,34
"Vang",3454,"2020-2021","3454 Vang",3454,46,12,NA,6,NA,12,12
"Horten",3901,"2020-2021","3801 Horten (2020-2023)",3801,1465,447,179,268,154,188,230
"Holmestrand",3903,"2020-2021","3802 Holmestrand (2020-2023)",3802,1128,229,132,132,88,391,158
"Tønsberg",3905,"2020-2021","3803 Tønsberg (2020-2023)",3803,3707,1251,431,536,351,470,669
"Sandefjord",3907,"2020-2021","3804 Sandefjord (2020-2023)",3804,3259,917,408,443,347,476,669
"Larvik",3909,"2020-2021","3805 Larvik (2020-2023)",3805,2336,507,304,415,252,437,423
"Porsgrunn",4001,"2020-2021","3806 Porsgrunn (2020-2023)",3806,2524,794,298,313,204,491,425
"Skien",4003,"2020-2021","3807 Skien (2020-2023)",3807,3545,1090,488,524,335,442,666
"Notodden",4005,"2020-2021","3808 Notodden (2020-2023)",3808,719,138,114,126,83,120,139
"Færder",3911,"2020-2021","3811 Færder (2020-2023)",3811,1094,351,121,169,96,119,239
"Siljan",4010,"2020-2021","3812 Siljan (2020-2023)",3812,70,16,11,8,5,17,14
"Bamble",4012,"2020-2021","3813 Bamble (2020-2023)",3813,813,278,83,112,70,107,164
"Kragerø",4014,"2020-2021","3814 Kragerø (2020-2023)",3814,809,244,102,108,87,132,137
"Drangedal",4016,"2020-2021","3815 Drangedal (2020-2023)",3815,154,34,20,24,15,35,27
"Nome",4018,"2020-2021","3816 Nome (2020-2023)",3816,259,41,39,40,26,56,58
"Midt-Telemark",4020,"2020-2021","3817 Midt-Telemark (2020-2023)",3817,430,89,71,62,49,71,89
"Tinn",4026,"2020-2021","3818 Tinn (2020-2023)",3818,185,25,21,46,13,36,45
"Hjartdal",4024,"2020-2021","3819 Hjartdal (2020-2023)",3819,81,8,6,7,NA,44,15
"Seljord",4022,"2020-2021","3820 Seljord (2020-2023)",3820,146,19,14,22,15,47,30
"Kviteseid",4028,"2020-2021","3821 Kviteseid (2020-2023)",3821,112,21,9,27,14,23,20
"Nissedal",4030,"2020-2021","3822 Nissedal (2020-2023)",3822,36,12,NA,NA,NA,NA,11
"Fyresdal",4032,"2020-2021","3823 Fyresdal (2020-2023)",3823,27,9,NA,NA,NA,NA,10
"Tokke",4034,"2020-2021","3824 Tokke (2020-2023)",3824,84,12,10,9,9,20,25
"Vinje",4036,"2020-2021","3825 Vinje (2020-2023)",3825,163,31,17,18,17,29,52
"Risør",4201,"2020-2021","4201 Risør",4201,269,55,37,30,32,60,57
"Grimstad",4202,"2020-2021","4202 Grimstad",4202,1201,341,154,190,117,166,234
"Arendal",4203,"2020-2021","4203 Arendal",4203,2856,770,407,523,354,332,472
"Kristiansand",4204,"2020-2021","4204 Kristiansand",4204,7835,3040,974,883,864,807,1267
"Lindesnes",4205,"2020-2021","4205 Lindesnes",4205,1231,374,141,174,131,195,217
"Farsund",4206,"2020-2021","4206 Farsund",4206,426,91,79,49,47,58,104
"Flekkefjord",4207,"2020-2021","4207 Flekkefjord",4207,283,48,51,36,40,41,68
"Gjerstad",4211,"2020-2021","4211 Gjerstad",4211,116,18,11,10,11,42,25
"Vegårshei",4212,"2020-2021","4212 Vegårshei",4212,87,11,10,26,10,11,22
"Tvedestrand",4213,"2020-2021","4213 Tvedestrand",4213,308,54,51,59,39,49,56
"Froland",4214,"2020-2021","4214 Froland",4214,275,30,57,45,44,51,49
"Lillesand",4215,"2020-2021","4215 Lillesand",4215,595,186,61,56,42,131,121
"Birkenes",4216,"2020-2021","4216 Birkenes",4216,168,57,24,11,20,23,34
"Åmli",4217,"2020-2021","4217 Åmli",4217,74,13,9,8,9,22,15
"Iveland",4218,"2020-2021","4218 Iveland",4218,51,14,7,10,NA,9,7
"Evje og Hornnes",4219,"2020-2021","4219 Evje og Hornnes",4219,224,66,33,14,29,47,36
"Bygland",4220,"2020-2021","4220 Bygland",4220,69,14,6,NA,7,26,12
"Valle",4221,"2020-2021","4221 Valle",4221,70,9,NA,NA,NA,29,20
"Bykle",4222,"2020-2021","4222 Bykle",4222,67,25,7,7,6,11,13
"Vennesla",4223,"2020-2021","4223 Vennesla",4223,741,212,111,100,88,105,125
"Åseral",4224,"2020-2021","4224 Åseral",4224,35,10,5,NA,5,NA,9
"Lyngdal",4225,"2020-2021","4225 Lyngdal",4225,564,136,84,60,47,116,122
"Hægebostad",4226,"2020-2021","4226 Hægebostad",4226,55,17,6,NA,7,12,9
"Kvinesdal",4227,"2020-2021","4227 Kvinesdal",4227,266,53,34,26,54,44,57
"Sirdal",4228,"2020-2021","4228 Sirdal",4228,62,21,8,NA,NA,13,15
"Eigersund",1101,"2020-2021","1101 Eigersund",1101,649,144,58,102,59,151,136
"Stavanger",1103,"2020-2021","1103 Stavanger",1103,8376,3214,1002,1044,703,754,1660
"Haugesund",1106,"2020-2021","1106 Haugesund",1106,2630,793,385,399,373,208,473
"Sandnes",1108,"2020-2021","1108 Sandnes",1108,4139,1457,517,516,370,544,737
"Sokndal",1111,"2020-2021","1111 Sokndal",1111,85,18,11,NA,11,14,29
"Lund",1112,"2020-2021","1112 Lund",1112,84,16,11,10,11,16,20
"Bjerkreim",1114,"2020-2021","1114 Bjerkreim",1114,70,8,NA,NA,NA,39,13
"Hå",1119,"2020-2021","1119 Hå",1119,676,123,124,79,64,120,167
"Klepp",1120,"2020-2021","1120 Klepp",1120,769,185,84,105,72,141,182
"Time",1121,"2020-2021","1121 Time",1121,1076,370,117,114,96,125,256
"Gjesdal",1122,"2020-2021","1122 Gjesdal",1122,421,110,32,59,45,81,96
"Sola",1124,"2020-2021","1124 Sola",1124,1135,296,137,155,112,137,299
"Randaberg",1127,"2020-2021","1127 Randaberg",1127,372,82,43,43,25,68,113
"Strand",1130,"2020-2021","1130 Strand",1130,390,77,62,43,33,56,120
"Hjelmeland",1133,"2020-2021","1133 Hjelmeland",1133,59,11,7,NA,NA,14,22
"Suldal",1134,"2020-2021","1134 Suldal",1134,94,16,15,7,10,20,27
"Sauda",1135,"2020-2021","1135 Sauda",1135,144,21,20,29,20,23,33
"Kvitsøy",1144,"2020-2021","1144 Kvitsøy",1144,8,NA,NA,NA,NA,NA,8
"Bokn",1145,"2020-2021","1145 Bokn",1145,50,8,NA,NA,NA,24,12
"Tysvær",1146,"2020-2021","1146 Tysvær",1146,344,56,44,19,39,97,90
"Karmøy",1149,"2020-2021","1149 Karmøy",1149,1686,343,289,212,211,276,356
"Vindafjord",1160,"2020-2021","1160 Vindafjord",1160,325,38,29,43,73,86,57
"Bergen",4601,"2020-2021","4601 Bergen",4601,15780,5626,2070,1786,1528,2044,2727
"Kinn",4602,"2020-2021","4602 Kinn",4602,536,81,109,76,57,81,133
"Etne",4611,"2020-2021","4611 Etne",4611,154,19,19,9,11,66,32
"Sveio",4612,"2020-2021","4612 Sveio",4612,236,26,15,16,14,115,52
"Bømlo",4613,"2020-2021","4613 Bømlo",4613,306,48,45,32,42,59,82
"Stord",4614,"2020-2021","4614 Stord",4614,904,188,112,133,118,175,180
"Fitjar",4615,"2020-2021","4615 Fitjar",4615,94,11,10,14,6,29,25
"Tysnes",4616,"2020-2021","4616 Tysnes",4616,66,7,9,NA,6,10,31
"Kvinnherad",4617,"2020-2021","4617 Kvinnherad",4617,320,40,49,41,29,67,95
"Ullensvang",4618,"2020-2021","4618 Ullensvang",4618,558,53,56,84,40,209,118
"Eidfjord",4619,"2020-2021","4619 Eidfjord",4619,44,NA,NA,NA,NA,20,12
"Ulvik",4620,"2020-2021","4620 Ulvik",4620,14,NA,NA,NA,NA,NA,6
"Voss",4621,"2020-2021","4621 Voss",4621,535,110,72,45,40,148,121
"Kvam",4622,"2020-2021","4622 Kvam",4622,171,27,24,14,19,40,49
"Samnanger",4623,"2020-2021","4623 Samnanger",4623,64,10,NA,7,NA,30,11
"Bjørnafjorden",4624,"2020-2021","4624 Bjørnafjorden",4624,891,131,153,124,95,186,203
"Austevoll",4625,"2020-2021","4625 Austevoll",4625,126,16,16,9,12,23,52
"Øygarden",4626,"2020-2021","4626 Øygarden",4626,1383,323,196,166,89,211,399
"Askøy",4627,"2020-2021","4627 Askøy",4627,824,160,157,97,72,107,232
"Vaksdal",4628,"2020-2021","4628 Vaksdal",4628,150,10,13,10,8,85,25
"Modalen",4629,"2020-2021","4629 Modalen",4629,12,NA,NA,NA,NA,NA,NA
"Osterøy",4630,"2020-2021","4630 Osterøy",4630,199,30,31,13,22,36,67
"Alver",4631,"2020-2021","4631 Alver",4631,898,161,131,92,82,223,210
"Austrheim",4632,"2020-2021","4632 Austrheim",4632,89,19,12,NA,8,19,29
"Fedje",4633,"2020-2021","4633 Fedje",4633,6,NA,NA,NA,NA,NA,NA
"Masfjorden",4634,"2020-2021","4634 Masfjorden",4634,66,9,NA,NA,NA,29,21
"Gulen",4635,"2020-2021","4635 Gulen",4635,61,17,NA,NA,NA,13,20
"Solund",4636,"2020-2021","4636 Solund",4636,11,NA,NA,NA,NA,NA,7
"Hyllestad",4637,"2020-2021","4637 Hyllestad",4637,24,NA,NA,NA,NA,NA,9
"Høyanger",4638,"2020-2021","4638 Høyanger",4638,113,14,18,13,11,30,29
"Vik",4639,"2020-2021","4639 Vik",4639,67,NA,13,8,6,14,25
"Sogndal",4640,"2020-2021","4640 Sogndal",4640,395,82,58,44,45,80,87
"Aurland",4641,"2020-2021","4641 Aurland",4641,69,12,NA,7,NA,30,14
"Lærdal",4642,"2020-2021","4642 Lærdal",4642,381,6,6,6,NA,353,8
"Årdal",4643,"2020-2021","4643 Årdal",4643,99,9,19,16,8,17,31
"Luster",4644,"2020-2021","4644 Luster",4644,78,10,20,NA,7,19,19
"Askvoll",4645,"2020-2021","4645 Askvoll",4645,61,NA,11,7,NA,6,31
"Fjaler",4646,"2020-2021","4646 Fjaler",4646,53,7,9,5,6,8,19
"Sunnfjord",4647,"2020-2021","4647 Sunnfjord",4647,657,114,73,93,56,206,117
"Bremanger",4648,"2020-2021","4648 Bremanger",4648,90,7,17,7,14,19,27
"Stad",4649,"2020-2021","4649 Stad",4649,234,29,32,33,17,61,63
"Gloppen",4650,"2020-2021","4650 Gloppen",4650,99,11,9,21,9,20,30
"Stryn",4651,"2020-2021","4651 Stryn",4651,173,37,15,24,13,48,37
"Kristiansund",1505,"2020-2021","1505 Kristiansund",1505,1400,317,205,214,188,151,326
"Molde",1506,"2020-2021","1506 Molde",1506,1250,266,184,227,140,196,238
"Ålesund",1508,"2020-2021","1507 Ålesund (2020-2023)",1507,2707,522,402,476,314,499,495
"Vanylven",1511,"2020-2021","1511 Vanylven",1511,56,6,13,7,NA,11,16
"Sande",1514,"2020-2021","1514 Sande",1514,53,6,7,6,NA,17,15
"Herøy (Møre og Romsdal)",1515,"2020-2021","1515 Herøy (Møre og Romsdal)",1515,234,24,53,28,18,68,44
"Ulstein",1516,"2020-2021","1516 Ulstein",1516,299,66,47,56,29,50,53
"Hareid",1517,"2020-2021","1517 Hareid",1517,171,16,29,34,17,42,35
"Ørsta",1520,"2020-2021","1520 Ørsta",1520,352,47,52,34,47,95,79
"Stranda",1525,"2020-2021","1525 Stranda",1525,95,10,14,7,6,27,33
"Sykkylven",1528,"2020-2021","1528 Sykkylven",1528,211,26,41,21,30,42,52
"Sula",1531,"2020-2021","1531 Sula",1531,188,30,32,35,21,25,45
"Giske",1532,"2020-2021","1532 Giske",1532,189,20,22,44,19,37,48
"Vestnes",1535,"2020-2021","1535 Vestnes",1535,184,17,18,18,16,77,39
"Rauma",1539,"2020-2021","1539 Rauma",1539,307,29,23,29,16,163,49
"Aukra",1547,"2020-2021","1547 Aukra",1547,82,14,11,16,8,11,24
"Averøy",1554,"2020-2021","1554 Averøy",1554,202,50,20,22,19,37,54
"Gjemnes",1557,"2020-2021","1557 Gjemnes",1557,95,6,7,8,8,52,15
"Tingvoll",1560,"2020-2021","1560 Tingvoll",1560,103,10,16,22,12,18,26
"Sunndal",1563,"2020-2021","1563 Sunndal",1563,227,21,32,36,24,55,60
"Surnadal",1566,"2020-2021","1566 Surnadal",1566,138,22,14,12,20,35,37
"Smøla",1573,"2020-2021","1573 Smøla",1573,49,NA,NA,9,NA,8,22
"Aure",1576,"2020-2021","1576 Aure",1576,200,NA,9,8,7,12,159
"Volda",1577,"2020-2021","1577 Volda",1577,308,54,42,35,38,81,59
"Fjord",1578,"2020-2021","1578 Fjord",1578,60,11,5,5,NA,23,12
"Hustadvika",1579,"2020-2021","1579 Hustadvika",1579,442,50,45,68,49,117,114
"Trondheim - Tråante",5001,"2020-2021","5001 Trondheim - Tråante",5001,12648,4650,1344,1597,1028,1216,2814
"Steinkjer",5006,"2020-2021","5006 Steinkjer",5006,1030,214,136,133,104,245,199
"Namsos - Nåavmesjenjaelmie",5007,"2020-2021","5007 Namsos - Nåavmesjenjaelmie",5007,612,101,104,81,67,116,145
"Frøya",5014,"2020-2021","5014 Frøya",5014,215,19,26,32,30,60,49
"Osen",5020,"2020-2021","5020 Osen",5020,17,NA,NA,NA,NA,NA,5
"Oppdal",5021,"2020-2021","5021 Oppdal",5021,237,38,33,18,18,79,52
"Rennebu",5022,"2020-2021","5022 Rennebu",5022,175,16,15,10,9,108,19
"Røros - Rosse",5025,"2020-2021","5025 Røros - Rosse",5025,194,29,28,31,11,40,56
"Holtålen",5026,"2020-2021","5026 Holtålen",5026,35,NA,7,5,NA,11,8
"Midtre Gauldal",5027,"2020-2021","5027 Midtre Gauldal",5027,191,22,20,15,14,74,48
"Melhus",5028,"2020-2021","5028 Melhus",5028,562,97,77,58,31,174,127
"Skaun",5029,"2020-2021","5029 Skaun",5029,245,24,22,21,23,97,60
"Malvik",5031,"2020-2021","5031 Malvik",5031,425,57,51,50,33,142,93
"Selbu",5032,"2020-2021","5032 Selbu",5032,121,17,18,13,16,23,36
"Tydal",5033,"2020-2021","5033 Tydal",5033,21,NA,NA,NA,NA,NA,7
"Meråker",5034,"2020-2021","5034 Meråker",5034,117,15,13,22,12,18,37
"Stjørdal",5035,"2020-2021","5035 Stjørdal",5035,1299,280,176,218,109,293,225
"Frosta",5036,"2020-2021","5036 Frosta",5036,88,10,15,14,6,15,30
"Levanger - Levangke",5037,"2020-2021","5037 Levanger - Levangke",5037,843,243,116,101,55,166,164
"Verdal",5038,"2020-2021","5038 Verdal",5038,774,162,88,90,84,198,153
"Snåase - Snåsa",5041,"2020-2021","5041 Snåase - Snåsa",5041,54,8,NA,NA,NA,24,18
"Lierne",5042,"2020-2021","5042 Lierne",5042,20,NA,NA,NA,NA,NA,8
"Raarvihke - Røyrvik",5043,"2020-2021","5043 Raarvihke - Røyrvik",5043,13,6,NA,NA,NA,NA,NA
"Namsskogan",5044,"2020-2021","5044 Namsskogan",5044,58,NA,7,NA,NA,36,8
"Grong",5045,"2020-2021","5045 Grong",5045,117,13,9,10,NA,59,23
"Høylandet",5046,"2020-2021","5046 Høylandet",5046,35,NA,6,NA,NA,9,11
"Overhalla",5047,"2020-2021","5047 Overhalla",5047,69,NA,13,9,6,18,20
"Flatanger",5049,"2020-2021","5049 Flatanger",5049,29,5,NA,NA,NA,NA,10
"Leka",5052,"2020-2021","5052 Leka",5052,11,NA,NA,NA,NA,NA,NA
"Inderøy",5053,"2020-2021","5053 Inderøy",5053,138,18,19,12,13,43,35
"Indre Fosen",5054,"2020-2021","5054 Indre Fosen",5054,341,55,54,32,32,88,82
"Heim",5055,"2020-2021","5055 Heim",5055,140,19,17,17,10,36,42
"Hitra",5056,"2020-2021","5056 Hitra",5056,343,26,39,30,31,129,90
"Ørland",5057,"2020-2021","5057 Ørland",5057,362,43,65,44,32,81,98
"Åfjord",5058,"2020-2021","5058 Åfjord",5058,156,15,13,9,6,41,73
"Orkland",5059,"2020-2021","5059 Orkland",5059,776,106,97,98,67,240,169
"Nærøysund",5060,"2020-2021","5060 Nærøysund",5060,352,29,58,49,34,94,90
"Rindal",5061,"2020-2021","5061 Rindal",5061,24,NA,NA,NA,NA,7,7
"Bodø",1804,"2020-2021","1804 Bodø",1804,2363,541,368,525,213,255,463
"Narvik",1806,"2020-2021","1806 Narvik",1806,973,133,162,116,126,187,250
"Bindal",1811,"2020-2021","1811 Bindal",1811,23,NA,NA,NA,NA,7,6
"Sømna",1812,"2020-2021","1812 Sømna",1812,36,7,6,NA,NA,7,10
"Brønnøy",1813,"2020-2021","1813 Brønnøy",1813,212,22,37,31,18,46,59
"Vega",1815,"2020-2021","1815 Vega",1815,24,NA,5,NA,NA,NA,10
"Vevelstad",1816,"2020-2021","1816 Vevelstad",1816,8,NA,NA,NA,NA,NA,6
"Herøy (Nordland)",1818,"2020-2021","1818 Herøy (Nordland)",1818,32,NA,5,NA,NA,NA,11
"Alstahaug",1820,"2020-2021","1820 Alstahaug",1820,291,36,65,29,41,59,63
"Leirfjord",1822,"2020-2021","1822 Leirfjord",1822,77,6,23,6,8,20,16
"Vefsn",1824,"2020-2021","1824 Vefsn",1824,623,58,91,125,60,159,131
"Grane",1825,"2020-2021","1825 Grane",1825,69,NA,8,NA,NA,36,15
"Aarborte - Hattfjelldal",1826,"2020-2021","1826 Aarborte - Hattfjelldal",1826,37,NA,NA,NA,9,9,13
"Dønna",1827,"2020-2021","1827 Dønna",1827,21,NA,NA,NA,6,NA,6
"Nesna",1828,"2020-2021","1828 Nesna",1828,45,8,11,NA,7,NA,14
"Hemnes",1832,"2020-2021","1832 Hemnes",1832,114,14,17,17,6,27,34
"Rana - Raane",1833,"2020-2021","1833 Rana - Raane",1833,1109,187,173,150,137,246,217
"Lurøy",1834,"2020-2021","1834 Lurøy",1834,48,8,13,NA,NA,6,15
"Træna",1835,"2020-2021","1835 Træna",1835,6,NA,NA,NA,NA,NA,NA
"Rødøy",1836,"2020-2021","1836 Rødøy",1836,16,NA,NA,NA,NA,NA,9
"Meløy",1837,"2020-2021","1837 Meløy",1837,194,17,37,30,18,41,52
"Gildeskål",1838,"2020-2021","1838 Gildeskål",1838,85,6,15,20,7,18,20
"Beiarn",1839,"2020-2021","1839 Beiarn",1839,13,NA,NA,NA,NA,NA,6
"Saltdal",1840,"2020-2021","1840 Saltdal",1840,205,15,28,38,18,67,40
"Fauske - Fuossko",1841,"2020-2021","1841 Fauske - Fuossko",1841,629,87,68,127,53,107,188
"Sørfold - Fuolldá",1845,"2020-2021","1845 Sørfold - Fuolldá",1845,96,9,15,8,NA,38,23
"Steigen",1848,"2020-2021","1848 Steigen",1848,73,5,16,15,6,9,23
"Lødingen",1851,"2020-2021","1851 Lødingen",1851,56,6,11,7,NA,15,16
